,word,frequency
6671,nonwageearning,1
6669,"americans""",1
6665,ironic,1
6662,"of
americans",1
6661,"savings
situation",1
6660,"sprees
many",1
6659,"and
the",1
6658,1996with,1
6657,wirejan,1
6656,bostonbusiness,1
6651,byrne,1
6649,httpwwwharrisbankcom,1
6648,httpwwwbmoharriscom,1
6647,vanessa1hall@harrisbankcom,1
6646,+13124616543,1
6644,vanessa,1
6642,na,1
6640,secregistered,1
6639,finrasipc,1
6638,"2011""",1
6577,skirt,1
6575,scaling,1
6574,$3685,1
6515,disconnection,1
6510,predated,1
6509,"emergency""",1
6508,tilden,1
6507,"financially""",1
6504,$68,1
6503,pastdue,1
6502,wirejanuary,1
6501,diegobusiness,1
6500,shainamishkin@dowjonescom,1
6499,mishkin,1
6498,shaina,1
6497,hale,1
6496,danielle,1
6492,grappling,1
6487,foresees,1
6486,slowest,1
6485,slump,1
6482,pullback,1
6481,affordabilitydriven,1
6480,frenzy,1
6479,illustrate,1
6478,139,1
6476,$427000,1
6475,yearago,1
6474,orlando,1
6469,257,1
6466,tenn,1
6457,reporta,1
6456,realtorcoms,1
6511,accrued,1
6516,nonpayment,1
6573,$4578,1
6519,awk,1
6572,publicpension,1
6569,somebody,1
6568,crafting,1
6567,instrumental,1
6566,liljenquist,1
6565,"negotiable""",1
6564,"""reality",1
6563,contemplating,1
6562,pensionfund,1
6557,sidestepped,1
6556,lessgenerous,1
6547,bastion,1
6546,fincl,1
6545,bd,1
6544,1348,1
6542,1347,1
6541,evanjacobs@amwatercom,1
6540,7074956135,1
6539,jacob,1
6537,linkedin,1
6536,amwatercom,1
6535,flowing,1
6533,regulatedlike,1
6531,6400,1
6528,diverse,1
6526,nyseawk,1
6525,1886,1
6524,wwwcaliforniaamwatercom,1
6523,880000,1
4844,â£65,1
4840,messenger,1
7256,nicolas,1
2182,chord,1
2248,$191000,1
2239,frittered,1
2235,instructed,1
2221,$226,1
2220,$832000,1
2215,$26500,1
2214,$25200,1
2211,timeless,1
2205,immersed,1
2198,rohn,1
2192,lowinflation,1
2189,sceptic,1
2188,miraculous,1
2185,seldom,1
2173,pl,1
2076,decroce,1
2172,maryh,1
2163,presenter,1
2155,breadth,1
2147,cheerfully,1
2141,nobody,1
2116,spectator,1
2113,moneyonline,1
2112,"""retirement""",1
2104,acknowledgment,1
2102,njleg,1
2101,aswoliver,1
2100,prodding,1
2089,fairleigh,1
2083,notably,1
2250,$279000,1
2257,grafted,1
2279,afsl,1
2280,246519,1
2411,"repayments

rising",1
2404,$5170,1
2402,$3485,1
2401,$310,1
2391,$150,1
2381,$265,1
2379,$525,1
2376,$210,1
2374,$22million,1
2365,$766500,1
2364,$143500,1
2362,$8655,1
2352,"help""",1
2347,fulfillment,1
2346,brimming,1
2343,"""advertisements",1
2342,moneywatch,1
2341,cbs,1
2337,"trajectory""",1
2335,switcher,1
2317,63yearold,1
2313,$431520,1
2309,seventyyearold,1
2306,lowâ€,1
2297,"""during",1
2294,"2017""",1
2293,thru,1
2285,"you
the",1
2281,noelwhit@gilcomau,1
2078,parsippany,1
2054,sailed,1
1761,769,1
1856,postâ€œthis,1
1905,concrete,1
1900,sputnik,1
1899,$46,1
1898,$215,1
1896,allotment,1
1891,plagued,1
1889,budding,1
1883,hadnâ€™t,1
1877,expiring,1
1866,forbearance],1
1865,[in,1
1862,uejio,1
1858,recoveryâ€,1
1857,kshaped,1
1854,forestall,1
2043,rehabilitative,1
1851,processhowever,1
1849,â€œreasonableâ€,1
1843,120,1
1841,halt,1
1832,refresh,1
1828,familiesâ,1
1825,height,1
1824,fhfa,1
1810,lossesâ the,1
1809,shutdown,1
1808,covidrelated,1
1802,federallybacked,1
1784,"california

the",1
1777,wwwwizardcomau,1
1912,rentersunlike,1
1918,monthspeople,1
1927,rendered,1
1928,homeless,1
2042,licensing,1
2038,s1530,1
2032,adopts,1
2020,amends,1
2012,rtenn,1
2009,"*
*",1
2007,hr3181,1
2006,"**

*",1
2003,**,1
2002,recoveryâ€â,1
1999,unconscionable,1
1998,â€œfailure,1
1996,appealed,1
1995,pressley,1
1994,ayanna,1
1991,dny,1
1990,schumer,1
1977,meager,1
1975,deferment,1
1974,employmentstudent,1
1972,adamantly,1
1960,heightens,1
1952,"""targeted""",1
1947,enactedon,1
1941,dmo,1
1939,cori,1
1936,rallied,1
1931,recess,1
1929,sevenweek,1
2439,fairer,1
2441,overdraftdebt,1
2463,porta,1
2780,snail,1
2824,"""students",1
2821,"grows""",1
2817,incomedriven,1
2812,doomed,1
2808,underfilled,1
2801,hosking,1
2798,restructuring,1
2797,approving,1
2794,thornton,1
2791,ticked,1
2786,goodness,1
2785,corpse,1
2784,revived,1
2783,beast,1
2778,nearimpossible,1
2477,``but,1
2777,proving,1
2776,cumbersome,1
2775,glitch,1
2774,bungle,1
2773,object,1
2769,mayhem,1
2765,writedown,1
2764,fudge,1
2762,seize,1
2757,breathing,1
2756,lashing,1
2754,bizarrely,1
2753,buyout,1
2750,shakier,1
2828,forefront,1
2831,attainable,1
2862,idr,1
2865,alltoorecent,1
3041,zients,1
3040,"first""",1
3036,65â€”a,1
3035,$179000,1
3034,conflicted,1
3033,$27500,1
3031,$38000,1
3025,underperform,1
3007,graff,1
3005,bentsenpresident,1
3004,kenneth,1
3003,"savers""",1
2999,reproposal,1
2992,"better""",1
2989,"""numerous",1
2977,"sound""",1
2969,"""suitable""",1
2966,"""fiduciary""",1
2960,"""hidden",1
2959,"payments""",1
2958,"""backdoor",1
2955,midpoint,1
2952,ici,1
2945,scrimp,1
2916,americasaves,1
2909,embed,1
2904,truncate,1
2895,refrigeration,1
2870,resisted,1
2749,ringfence,1
2745,literally,1
2742,obfuscated,1
2607,dodging,1
2605,mouse,1
2604,intimidation,1
2600,robot,1
2571,extrapolate,1
2569,recency,1
2567,explored,1
2565,impede,1
2560,prism,1
2558,miswired,1
2557,wired,1
2546,startling,1
2531,oftencited,1
2529,gcs200806042134856671,1
2527,238429,1
2524,774,1
2523,001,1
2521,abn,1
2518,0000,1
2517,5593,1
2514,``you,1
2506,wellplanned,1
2505,expectance,1
2504,``with,1
2503,$26300,1
2499,westpacassociation,1
2491,aspire,1
2490,maximised,1
2487,``its,1
2486,stretching,1
2606,mag,1
2610,fd,1
2741,baring,1
2612,organise,1
2740,stearns,1
2735,honoured,1
2734,halfcentury,1
2733,prosper,1
2732,dismayed,1
2719,conceive,1
2714,unbelievably,1
2712,jockey,1
2709,callcentre,1
2695,calamity,1
2686,carve,1
2677,designing,1
2672,rash,1
2670,goldplated,1
2665,inflationproofing,1
2662,16000,1
2661,29000,1
2660,icy,1
2657,"""goldplated""",1
2656,"""guaranteed""",1
2654,describing,1
2652,plead,1
2650,journalistic,1
2645,nonethical,1
2639,barr,1
2638,gr,1
2625,#3000pa,1
2618,#242000,1
2615,nominated,1
1772,borrows,1
1751,owneroccupiers,1
3044,"likely""",1
665,citizensadviceorguk,1
776,sarbanes,1
766,noticeable,1
764,educator,1
754,tollfree,1
738,moreinformed,1
733,investigative,1
720,"minimum""",1
719,"""paying",1
718,"""calculators""",1
717,"cards""",1
716,"""credit",1
711,$2775,1
705,$676218,1
667,citizensadvicecardiffandvaleorguk,1
660,pensionwisegovuk,1
414,clancy,1
651,â€œearnâ€,1
635,â£15000,1
622,cashin,1
613,watersupport,1
610,watersure,1
603,warersure,1
574,bulb,1
540,powered,1
500,catchment,1
472,dished,1
461,riding,1
422,hereã¢â‚¬â„¢s,1
420,householdsã¢â‚¬â„¢,1
418,pummels,1
783,"""hopes",1
787,"legislation""",1
793,reprint,1
796,"potential

weã¢â‚¬â„¢ve",1
999,centinel,1
996,longmuir,1
993,ntpi,1
991,augenstein,1
984,businessselfemployed,1
982,supervisory,1
981,hawkins,1
980,kerry,1
968,webcasts,1
966,todayr,1
964,wireoctober,1
963,washingtonbusiness,1
960,"clients""",1
956,"""ready",1
955,presenting,1
944,amassing,1
923,ascensus,1
906,calsavers,1
889,kreps,1
887,unsettled,1
886,violates,1
884,void,1
861,mercatus,1
852,altruism,1
823,wonã¢â‚¬â„¢t,1
821,replaceã¢â‚¬â€these,1
820,supplementã¢â‚¬â€not,1
814,workã¢â‚¬â€not,1
812,halfã¢â‚¬â€46ã¢â‚¬â€donã¢â‚¬â„¢t,1
415,yeates,1
408,"proposal""",1
1715,technique,1
125,saidâ,1
256,$304000,1
226,electioneve,1
216,"margin""",1
211,tentative,1
208,bernie,1
194,"""firming""",1
158,misery,1
157,ukip,1
143,caplenâ,1
141,"area""",1
140,specialise,1
137,untrained,1
134,distinguish,1
130,willwriterâ,1
118,unheeded,1
407,"""modest",1
112,caplen,1
104,clsâ,1
102,antoniou,1
99,"estate""",1
96,pleasing,1
94,adoptedâ,1
80,unmarried,1
76,descendantsâ,1
52,simplify,1
50,1925,1
40,decree,1
35,metâ,1
20,model],1
17,[getty,1
257,$1956,1
261,$475000,1
265,$2327,1
266,$371,1
406,labelling,1
402,deflected,1
401,"team""",1
399,"""senior",1
397,cabinet,1
390,"cent""",1
383,"side""",1
381,momentarily,1
378,focussed,1
377,keating,1
375,"melbourne""",1
372,middlering,1
365,"affordability""",1
351,entrant,1
348,coates,1
347,brendan,1
344,grattan,1
329,"""wasnt",1
320,shoehorn,1
299,solidy,1
293,joiner,1
288,ifm,1
287,"extent""",1
274,chaired,1
271,$1858,1
270,$1565,1
269,downpayment,1
268,$247000,1
267,$289000,1
1005,panelist,1
1010,broadcast,1
1014,qas,1
1429,brisbourneâ€™s,1
1503,stacked,1
1492,economize,1
1489,adequacy,1
1467,incomeã¢â‚¬â€the,1
1460,wealthtoincome,1
1453,thatã¢â‚¬â„¢s,1
1452,hurricane,1
1451,slowmoving,1
1447,distant,1
1446,dismissed,1
1441,nationâ€,1
1434,â€œshortsightedâ€,1
1432,nawaz,1
1431,shaz,1
1428,itâ€,1
1018,cpes,1
1420,familyâ€,1
1419,property],1
1418,[my,1
1407,recliner,1
1398,firmly,1
1397,â€œgoodâ€,1
1396,reckons,1
1395,shopowner,1
1393,smithers,1
1391,goingâ€,1
1379,9pm,1
1378,5pm6pm,1
1372,holidayâ€,1
1363,olympics,1
1526,healthview,1
1527,danvers,1
1529,gobble,1
1531,sobering,1
1713,propelling,1
1712,$15250,1
1711,$80250,1
1707,thrust,1
1705,increment,1
1703,swoop,1
1691,thenpresident,1
1679,subjected,1
1670,withdraws,1
1662,monies,1
1658,nettlesome,1
1656,inescapable,1
1655,deductibility,1
1653,superior,1
1651,abundantly,1
1648,superfluous,1
1637,commissionseeking,1
1636,missold,1
1628,"by
companies",1
1626,undeserving,1
1625,redress,1
1618,"""something",1
1601,harold,1
1597,neutral,1
1590,plow,1
1583,projecting,1
1577,rosier,1
1551,lagged,1
1542,basket,1
1351,500m,1
1346,haemorrhage,1
1335,staffing,1
1157,tunnel,1
1141,stressfulâ€,1
1139,â€œfreezing,1
1129,â£100amonth,1
1124,â£107,1
1119,shower,1
1118,manufacture,1
1112,lilymay,1
1110,11yearold,1
1108,37yearold,1
1106,chancellorâ€™s,1
1103,fouryearlong,1
1100,"marshall
kentbased",1
1099,"views

nicola",1
1098,conveniencestore,1
1089,httpwwwbusinesswirecomnewshome20161020005174en,1
1088,businesswirecom,1
1084,wwwtaxtalktodaycom,1
1079,otrps,1
1071,naea,1
1070,collaborates,1
1066,realtime,1
1064,roundtable,1
1060,8program,1
1054,$1800credit,1
1053,$27000,1
1047,protectionfamilyresidencebusiness,1
1040,ofreduction,1
1034,insuranceannuities,1
1032,nonqualified,1
1144,lilymayâ€™s,1
1158,sometimesâ€,1
1324,facade,1
1162,stott,1
1317,giftaid,1
1311,donates,1
1310,pricesâ€,1
1305,anywayâ€,1
1303,iffy,1
1298,parents],1
1291,â€œunusualâ€,1
1281,peopleâ€,1
1280,awful,1
1276,â£125m,1
1266,â€œraidâ€,1
1265,fearing,1
1264,pensionâ€,1
1259,osborneâ€™s,1
1253,wellpaidâ€,1
1252,â€œrelatively,1
1250,farnborough,1
1240,butler,1
1238,bringsâ€,1
1235,badâ€,1
1234,â€œnot,1
1227,therapy,1
1220,protectedâ€,1
1206,â€œdla,1
1205,reliefâ€,1
1189,eleanorâ€™s,1
1186,100mile,1
1178,eldest,1
1171,â£12bn,1
3043,"""less",1
3050,certnerâ legislative,1
4838,rics,1
4371,headway,1
4406,smsf,1
4402,deeming,1
4401,grandfathering,1
4398,"noelwhit@gmailcom

i",1
4397,bestselling,1
4395,salon,1
4394,desperately,1
4393,wavering,1
4390,discomforting,1
4389,overusing,1
4381,concurred,1
4380,overload,1
4375,wilmington,1
4373,whittle,1
4367,saturn,1
4312,precaution,1
4359,delacorte,1
4351,brandywine,1
4350,arnold,1
4349,tiffany,1
4347,cred,1
4336,amado,1
4331,destruction,1
4330,crown,1
4329,forfeited,1
4327,fined,1
4326,convicted,1
4324,penaltymagistrate,1
4321,reengaged,1
4320,aidâ€™s,1
4408,existed,1
4411,drawdowns,1
4413,quoting,1
4415,reasoning,1
4498,wreckage,1
4496,predictable,1
4493,blip,1
4491,raucous,1
4489,wellbalanced,1
4488,thesis,1
4480,distraction,1
4477,concentrate,1
4476,breath,1
4475,endofyear,1
4472,turnaround,1
4471,postelection,1
4467,intermittent,1
4466,spook,1
4460,dividendpayers,1
4458,nearterm,1
4455,inhouse,1
4452,savingborrowing,1
4449,utterance,1
4448,anticipation,1
4447,vigil,1
4442,positioned,1
4441,yellen,1
4433,"""now""",1
4427,minimising,1
4425,parcel,1
4423,explainer,1
4422,noelwhittaker,1
4420,unencumbered,1
4315,suspected,1
4309,33yearold,1
4071,â£159,1
4130,uncovered,1
4187,thedepartment,1
4186,inretirementthan,1
4185,pensionage,1
4180,lifestylemoney,1
4173,analysed,1
4170,unwittingly,1
4163,abide,1
4161,subscribed,1
4160,proviso,1
4156,disputed,1
4153,alteration,1
4149,gospel,1
4135,â£89,1
4134,bt,1
4125,newcastleunderlyme,1
4307,identification,1
4124,businessman,1
4122,spy,1
4121,experians,1
4120,noddle,1
4118,analyse,1
4111,ploy,1
4108,tracing,1
4102,interpret,1
4089,burglar,1
4088,satellite,1
4085,angle,1
4081,moneyspinner,1
4080,â£173,1
4076,â£87,1
4188,pensionsdwp,1
4190,1948,1
4194,228,1
4195,336,1
4306,beazleyâ€™s,1
4301,chopping,1
4300,grinder,1
4299,scissors,1
4296,bong,1
4291,seal,1
4289,174g,1
4287,bettina,1
4278,magistrate,1
4275,agitated,1
4259,communicating,1
4254,confidentiality,1
4245,capable,1
4243,competence,1
4241,appoint,1
4234,incapable,1
4220,ageoption,1
4219,ageor,1
4218,yourstate,1
4215,60yearsold,1
4211,governmenthas,1
4210,theuk,1
4208,pensionand,1
4207,forstate,1
4202,timetablefor,1
4201,hasimplemented,1
4198,2042,1
4197,169,1
4196,inretirement,1
4499,nerve,1
4500,steel,1
4502,bin,1
4670,silence,1
4701,sowing,1
4700,"reap""",1
4699,sow,1
4696,londonderry,1
4693,nots,1
4689,reassuring,1
4686,inter,1
4682,"grandparents

grandparents",1
4679,â£50bn,1
4678,diminishing,1
4676,â£125bn,1
4675,linearly,1
4674,â£200bn,1
4673,extrapolated,1
4668,"agenda""",1
4503,aka,1
4666,assetliability,1
4665,coâ€“head,1
4664,gull,1
4662,"effects""",1
4661,"""distributional",1
4660,gilt,1
4658,reignite,1
4657,wellâ€“off,1
4656,assetâ€“rich,1
4655,"demand""",1
4653,qes,1
4652,blunt,1
4650,consumeâ€¦,1
4649,likely],1
4702,seed,1
4703,19yearold,1
4709,729,1
4718,"""start",1
4833,â£80000,1
4831,elli,1
4822,489,1
4821,035,1
4818,â£36845,1
4817,â£37746,1
4816,â£9,1
4815,375,1
4800,graeme,1
4798,infinity,1
4796,compromising,1
4790,polled,1
4786,millenials,1
4784,"lives""",1
4781,harker,1
4780,interestrate,1
4779,surged,1
4773,17million,1
4769,"money

the",1
4766,extenders,1
4754,analyzing,1
4753,contracting,1
4750,informs,1
4736,sumner,1
4731,restrictive,1
4724,morale,1
4723,doubledigit,1
4721,plaguing,1
4720,noticing,1
4648,[less,1
4647,distributional,1
4646,"""apart",1
4582,artemis,1
4578,230000,1
4576,maisonette,1
4574,699pc,1
4573,64400,1
4568,subeditor,1
4567,"dead""",1
4564,southgate,1
4562,aliki,1
4561,"heaven""",1
4560,"""manna",1
4559,@halmbundrick,1
4558,@tonystrongarm,1
4557,@dayanayochim,1
4556,hal@nerdwalletcom,1
4555,tony@nerdwalletcom,1
4554,dyochim@nerdwalletcom,1
4553,bundrick,1
4552,hal,1
4551,armstrong,1
4549,yochim,1
4548,dayana,1
4545,44year,1
4543,yeah,1
4539,moderately,1
4529,halfpoint,1
4523,050,1
4522,thirtyyear,1
4512,bumpup,1
4507,compelled,1
4581,7000,1
4584,africa,1
4645,crowe,1
4585,tenerife,1
4644,"critics""",1
4643,ammunition,1
4642,betterâ€“off,1
4641,skewed,1
4640,confirming,1
4639,"""by",1
4638,greyâ€“haired,1
4637,silenced,1
4635,finalâ€“salary,1
4634,05pc,1
4632,aspirational,1
4630,"neutral""",1
4629,"""broadly",1
4627,impoverishing,1
4625,demolition,1
4623,â£129000,1
4622,10pc,1
4620,â£600bn,1
4615,moneyâ€“printing,1
4614,â£375bn,1
4613,distributive,1
4604,inclined,1
4600,shortens,1
4596,$43000,1
4592,belttightening,1
4591,relativeare,1
4590,youor,1
4587,maldives,1
4586,dubai,1
4072,racked,1
4068,â£539,1
3066,procrastinate,1
3417,familiarity,1
3466,wwwrocketdollarcom,1
3464,soc,1
3457,uncovers,1
3456,whitepaper,1
3451,ethnicity,1
3447,2580,1
3446,1500,1
3445,ultrawealthy,1
3441,"iras""",1
3439,"""unlocking",1
3433,yoshida,1
3432,henry,1
3431,"legacy""",1
3426,surpassing,1
3400,noticeably,1
3297,36month,1
3399,varied,1
3397,enthusiastic,1
3374,2034,1
3372,motivational,1
3367,awardwinning,1
3366,cgk,1
3365,kinetics,1
3357,motivating,1
3352,reversion,1
3344,equityreleasecouncilcom,1
3337,"""first",1
3336,waterson,1
3335,"equity""",1
3315,multiply,1
3467,liang,1
3468,zhao,1
3469,lz@vansarycom,1
3470,5057206933,1
3638,undone,1
3636,weaken,1
3635,dangerously,1
3622,payor,1
3620,homeschooling,1
3619,characterizing,1
3615,presidentially,1
3611,carryback,1
3610,carryforward,1
3609,indefinite,1
3604,wherein,1
3598,depreciable,1
3595,vitally,1
3594,hycet,1
3593,dynasty,1
3577,operated,1
3574,proprietorship,1
3573,llcs,1
3571,exempted,1
3564,decoupled,1
3563,dynastic,1
3562,ilits,1
3561,irrevocable,1
3546,unified,1
3545,gst,1
3519,eliminates,1
3515,advisability,1
3512,voluminous,1
3472,multimediahttpswwwprnewswirecomnewsreleasesrocketdollarstudyshowsthemajorityofamericanswanttodiversifytheirretirementaccounts301532611html,1
3300,chandelier,1
3292,24th,1
4066,dublin,1
3139,collectivebargaining,1
3186,"""underuse",1
3181,characterized,1
3175,"""elective""",1
3173,"""nonelective""",1
3172,"rules""",1
3168,plansbecause,1
3167,"periodically""",1
3165,"""companies",1
3162,higherpaid,1
3161,sharing401k,1
3159,rankandfile,1
3155,nondiscrimination,1
3153,theoretical,1
3148,southfield,1
3137,rushing,1
3288,strictly,1
3129,fica,1
3123,kaster,1
3122,nicholas,1
3116,forfeit,1
3115,"help
you",1
3114,"column



new",1
3112,californian,1
3109,fresno,1
3103,moneywiseguys,1
3101,weekday,1
3100,kern,1
3094,brew,1
3090,perfectionist,1
3067,homework,1
3190,clamor,1
3191,"provision""",1
3193,odonnell,1
3194,ria,1
3284,"about""",1
3281,reeled,1
3279,gush,1
3271,"investing""",1
3270,passionate,1
3269,tenured,1
3260,upsetting,1
3258,slumping,1
3257,"say""",1
3256,knitting,1
3250,narrow,1
3247,[regulatory],1
3245,departure,1
3242,overseeing,1
3241,norwalk,1
3240,pensionplan,1
3239,rocaton,1
3232,"competitors""",1
3231,differentiates,1
3228,`whats,1
3226,"edge""",1
3222,probing,1
3220,grilling,1
3217,calpers,1
3210,methodical,1
3208,foreignstock,1
3201,bigmoney,1
3200,janekim@dowjonescom,1
3199,2019384381,1
3642,predictably,1
3655,35year,1
3665,incessant,1
3896,â£2200,1
3934,400000,1
3931,craigrickman@ftcom,1
3929,revisiting,1
3927,muchpublicised,1
3923,"model""",1
3918,irrespective,1
3915,menubased,1
3914,complexity,1
3910,timecosting,1
3908,"""menuforservice""",1
3907,notable,1
3904,abbie,1
3901,occurring,1
3900,anecdotally,1
3893,evident,1
3667,palliative,1
3889,â£1980,1
3888,â£3000,1
3886,"""comfortable""",1
3876,108,1
3873,traction,1
3872,divergence,1
3870,marijuanalinked,1
3868,quietly,1
3867,steamer,1
3866,insider,1
3865,bi,1
3862,legendary,1
3861,financialadviser,1
3859,envestnet,1
3941,lessening,1
3947,yearolds,1
3953,proximate,1
3957,prison,1
4065,headquarters,1
4063,ftse,1
4060,supplied,1
4053,rack,1
4048,libelled,1
4039,â£336,1
4033,flight,1
4028,humiliated,1
4027,sailing,1
4018,67214,1
4016,8009288926,1
4015,40602,1
4014,798,1
4012,kheaacom,1
4010,wwwadvantageeducationloancom,1
4008,kheslc,1
4006,publications@kheaacom,1
4005,"baby""",1
4003,itsmoneykheaacom,1
4000,kees,1
3999,excellence,1
3994,httpsstudentaidgovhmanageloans,1
3993,"assistance""",1
3991,hutchins,1
3990,gene,1
3989,"to""",1
3977,"goals""",1
3975,predatory,1
3961,gnawing,1
3858,acorn,1
3857,scalable,1
3856,icapital,1
3781,overtook,1
3776,petroleum,1
3775,"markets""",1
3770,1h2016,1
3769,2h2016,1
3765,"""improved",1
3764,192,1
3760,"2015""",1
3759,$258mmbtu,1
3758,generator,1
3756,"""over",1
3750,nominal,1
3747,07,1
3744,"""residential",1
3742,"energy""",1
3741,"""today",1
3740,trending,1
3736,gasfired,1
3730,natgas,1
3725,misc,1
3718,allentuck,1
3713,basement,1
3698,compiling,1
3681,nearby,1
3679,refuge,1
3677,hazelnut,1
3676,cottonwood,1
3673,draining,1
3672,profoundly,1
3670,diabetic,1
3779,crude,1
3782,coal,1
3855,financialtechnology,1
3784,stack,1
3849,moneymanagement,1
3848,jpmorgan,1
3847,technologist,1
3844,mccombe,1
3843,microsofts,1
3842,definied,1
3839,$64,1
3831,nadella,1
3830,satya,1
3826,ridehailing,1
3825,intuitive,1
3824,userfriendly,1
3822,spokespeople,1
3820,inked,1
3819,unnamed,1
3817,teaming,1
3815,ordering,1
3809,accessibile,1
3808,athough,1
3807,unquoted,1
3804,iaminterested,1
3800,aminterested,1
3795,180,1
3794,enabled,1
3793,javascript,1
3789,shale,1
3788,unconventional,1
3786,dioxide,1
3785,greenhouse,1
7249,kidman,1
7257,granatino,1
10922,â£124956,1
9844,registrant,1
9859,1230,1
9858,8th,1
9857,279,1
9856,290,1
9855,330,1
9854,twittercomjustinmuch,1
9853,5035088157,1
9852,5037696338,1
9851,jmuch@statesmanjournalcom,1
9850,postagepaid,1
9849,parentsguardiansgrandparents,1
9847,$529,1
9846,68735,1
9845,144643,1
9843,infancy,1
9820,accordion,1
9842,youth,1
9841,206425,1
9840,academically,1
9837,"vocabulary""",1
9836,comprehension,1
9835,"""summer",1
9831,prolific,1
9830,incorporation,1
9829,"town""",1
9828,"""kids",1
9825,spirit,1
9824,glaubers,1
9823,organizer,1
9822,prop,1
9860,128,1
9861,wwwrichglaubercom,1
9862,wwworegoncollegesavingscom,1
9863,mazappa,1
9909,superintendent,1
9908,stricter,1
9905,looser,1
9904,mazeppa,1
9903,drazkowski,1
9900,handiwork,1
9899,reflection,1
9896,analyze,1
9894,pie,1
9887,empowers,1
9886,farmland,1
9885,prioritizing,1
9884,rail,1
9882,duluth,1
9880,sin,1
9879,gloss,1
9878,rewrite,1
9877,distort,1
9876,disgustingly,1
9875,rcrookston,1
9873,bash,1
9872,a4,1
9871,viewpoint,1
9870,"minnesota""",1
9869,betray,1
9868,"""property",1
9867,dfldilworth,1
9865,propaganda,1
9864,minn,1
9821,percussion,1
9817,highenergy,1
9717,gundersen,1
9745,onesize,1
9762,"warn

*",1
9761,askjohn,1
9760,surry,1
9759,holt,1
9757,savingsã¢â‚¬â„¢,1
9756,glance,1
9755,carerã¢â‚¬â„¢s,1
9754,563,1
9753,$86630,1
9752,$1440,1
9751,"problem""",1
9750,anyones,1
9749,"structured""",1
9748,$1150,1
9744,generalization,1
9810,gig,1
9743,menesha,1
9741,coreen,1
9740,lowercost,1
9738,"obamacare""",1
9737,longawaited,1
9735,closeddoor,1
9734,flux,1
9732,mario,1
9729,$85,1
9726,paving,1
9724,marshfield,1
9723,marty,1
9722,"dramatically""",1
9720,$3500,1
9763,"pensions
*",1
9766,â€˜inflaming,1
9768,tensionsâ€™,1
9770,worsen,1
9807,musical,1
9804,saversâ€™,1
9802,stealing,1
9801,flatrate,1
9800,opts,1
9799,â€˜and,1
9797,â€˜a,1
9796,robberyâ€™,1
9795,â€˜daylight,1
9794,amounted,1
9793,tinkering,1
9792,deter,1
9790,â£44000,1
9789,â£6,1
9788,â£42385,1
9787,â£8,1
9786,tensionâ€™,1
9785,inflaming,1
9784,â€˜any,1
9783,â€˜by,1
9782,envy,1
9780,â€˜younger,1
9778,uphill,1
9777,â€˜however,1
9775,â€˜todayâ€™s,1
9774,existâ€™,1
9773,â€˜exacerbating,1
9772,â£112000,1
9771,â£149300,1
9910,shore,1
9913,overheated,1
9916,edmonton,1
10034,70percent,1
10053,retireesespecially,1
10052,incomereplacement,1
10051,venerable,1
10050,subscriber,1
10048,globeandmailcom,1
10046,subdued,1
10044,15percent,1
10043,35percent,1
10042,20percent,1
10041,374,1
10039,10percent,1
10038,40percent,1
10037,45percent,1
10036,316,1
10032,afterfee,1
9918,reinstate,1
10031,letâ€™s,1
10030,analytical,1
10029,financiã¨re,1
10028,planification,1
10027,quã©bã©cois,1
10026,institut,1
10024,firearm,1
10023,itanother,1
10021,passionately,1
10019,brotherinlaw,1
10018,"""concerned",1
10017,appreciative,1
10016,undistracted,1
10014,"joke""",1
10054,bracketsmight,1
10057,workingnor,1
10058,salaryor,1
10060,subtract,1
10098,frayed,1
10095,"""royal",1
10094,fussy,1
10093,chasing,1
10092,"""lenders",1
10091,trainee,1
10090,highrisk,1
10089,centplus,1
10088,"â£2000""",1
10087,nationwides,1
10086,500000,1
10085,moneyexpert,1
10084,gardner,1
10083,overstretching,1
10081,firsttimers,1
10080,halted,1
10078,"money

firsttime",1
10077,reports@wsjcom,1
10076,marketwatchcom,1
10075,"younger""",1
10073,"less""",1
10072,pinpointing,1
10071,fundresearch,1
10068,yearsand,1
10065,"paycheck""",1
10064,"simplistic""",1
10063,yearsthe,1
10062,incometax,1
10061,expensescommuting,1
10013,"""excuse",1
10011,strategize,1
10010,"frustrating""",1
9964,remedied,1
9961,"sesame

credit",1
9960,grahamco1925@gmailcom,1
9959,hattiesburg,1
9957,geography,1
9956,ph,1
9952,ascendancy,1
9951,derived,1
9949,599,1
9947,"""minimum",1
9944,conceived,1
9943,controversy,1
9941,enactment,1
9940,"reach""",1
9939,"""critics",1
9938,cavalier,1
9936,cmhc,1
9935,"consequences""",1
9934,tragic,1
9933,myopia,1
9929,$25billion,1
9928,tal,1
9926,"buyers""",1
9925,saucier,1
9924,"provinces""",1
9923,"""quebecs",1
9922,"solution""",1
9921,"""onesizefitsall",1
9920,enforces,1
9919,nonrefundable,1
9962,27how,1
9965,impactful,1
10009,"""dang",1
9970,flagship,1
10007,swamped,1
10006,teachercues,1
10005,suggestcurious,1
10004,daughterwhat,1
10003,cue,1
10001,torn,1
10000,careim,1
9997,"""â€‰â€‰",1
9995,leftmy,1
9994,nowe,1
9993,motherafter,1
9992,disregarded,1
9991,skipped,1
9990,attentionseekingan,1
9989,6yearold,1
9987,nointerest,1
